"","Unique_ID","Site","Block","Position","Genotype","ACI","LT","LPS","LMA","ImageJ_1","ImageJ_2","LBI","logLBI","logACI","logLT","logLPS","logLMA"
"1541","LM_20_4_F2YW","LM",20,4,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542","LM_20_50_F2WY","LM",20,50,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543","LM_20_51_L","LM",20,51,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1544","LM_20_52_F2WY","LM",20,52,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545","LM_20_53_F2YW","LM",20,53,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546","LM_20_54_F2YW","LM",20,54,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547","LM_20_55_L","LM",20,55,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548","LM_20_56_G","LM",20,56,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549","LM_20_57_F2YW","LM",20,57,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550","LM_20_58_L","LM",20,58,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551","LM_20_59_G","LM",20,59,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552","LM_20_5_F2WY","LM",20,5,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553","LM_20_60_F2YW","LM",20,60,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554","LM_20_61_F2WY","LM",20,61,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555","LM_20_62_F2WY","LM",20,62,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556","LM_20_63_L","LM",20,63,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557","LM_20_64_F2WY","LM",20,64,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558","LM_20_65_F2WY","LM",20,65,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559","LM_20_66_L","LM",20,66,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560","LM_20_67_F2YW","LM",20,67,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561","LM_20_68_F2YW","LM",20,68,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562","LM_20_69_L","LM",20,69,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563","LM_20_6_F2YW","LM",20,6,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564","LM_20_70_F2WY","LM",20,70,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565","LM_20_71_G","LM",20,71,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1566","LM_20_72_L","LM",20,72,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567","LM_20_73_L","LM",20,73,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1568","LM_20_74_F2YW","LM",20,74,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1569","LM_20_75_F2WY","LM",20,75,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570","LM_20_7_F2YW","LM",20,7,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1571","LM_20_8_L","LM",20,8,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572","LM_20_9_L","LM",20,9,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573","LM_21_10_F2YW","LM",21,10,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574","LM_21_11_L","LM",21,11,"L",NA,363,NA,NA,NA,NA,NA,NA,NA,2.55990662503611,NA,NA
"1575","LM_21_12_G","LM",21,12,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576","LM_21_13_F2WY","LM",21,13,"F2WY",NA,277.666666666667,NA,NA,NA,NA,NA,NA,NA,2.44352374668713,NA,NA
"1577","LM_21_14_L","LM",21,14,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1578","LM_21_15_L","LM",21,15,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579","LM_21_16_L","LM",21,16,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580","LM_21_17_F2YW","LM",21,17,"F2YW",NA,251,NA,NA,NA,NA,NA,NA,NA,2.39967372148104,NA,NA
"1581","LM_21_18_F2YW","LM",21,18,"F2YW",NA,NA,NA,NA,199242,215488,0.0753916691416691,-1.12267664147365,NA,NA,NA,NA
"1582","LM_21_19_G","LM",21,19,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583","LM_21_1_G","LM",21,1,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","LM_21_20_L","LM",21,20,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585","LM_21_21_F2YW","LM",21,21,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586","LM_21_22_F2YW","LM",21,22,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1587","LM_21_23_G","LM",21,23,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1588","LM_21_24_F2WY","LM",21,24,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589","LM_21_25_F2YW","LM",21,25,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1590","LM_21_26_G","LM",21,26,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1591","LM_21_27_L","LM",21,27,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1592","LM_21_28_F2YW","LM",21,28,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593","LM_21_29_G","LM",21,29,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1594","LM_21_2_F2YW","LM",21,2,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595","LM_21_30_F2WY","LM",21,30,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596","LM_21_31_G","LM",21,31,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597","LM_21_32_L","LM",21,32,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1598","LM_21_33_F2YW","LM",21,33,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599","LM_21_34_F2WY","LM",21,34,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600","LM_21_35_F2WY","LM",21,35,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601","LM_21_36_F2WY","LM",21,36,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602","LM_21_37_L","LM",21,37,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603","LM_21_38_F2YW","LM",21,38,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604","LM_21_39_G","LM",21,39,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605","LM_21_3_L","LM",21,3,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606","LM_21_40_F2YW","LM",21,40,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607","LM_21_41_G","LM",21,41,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608","LM_21_42_L","LM",21,42,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609","LM_21_43_F2WY","LM",21,43,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1610","LM_21_44_G","LM",21,44,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611","LM_21_45_F2YW","LM",21,45,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612","LM_21_46_L","LM",21,46,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613","LM_21_47_L","LM",21,47,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1614","LM_21_48_F2YW","LM",21,48,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615","LM_21_49_G","LM",21,49,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616","LM_21_4_F2WY","LM",21,4,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617","LM_21_50_F2YW","LM",21,50,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618","LM_21_51_F2YW","LM",21,51,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619","LM_21_52_G","LM",21,52,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620","LM_21_53_F2YW","LM",21,53,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621","LM_21_54_F2YW","LM",21,54,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622","LM_21_55_F2WY","LM",21,55,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623","LM_21_56_F2WY","LM",21,56,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624","LM_21_57_F2YW","LM",21,57,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625","LM_21_58_G","LM",21,58,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626","LM_21_59_L","LM",21,59,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627","LM_21_5_L","LM",21,5,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628","LM_21_60_L","LM",21,60,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629","LM_21_61_L","LM",21,61,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630","LM_21_62_F2YW","LM",21,62,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","LM_21_63_F2WY","LM",21,63,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632","LM_21_64_F2YW","LM",21,64,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","LM_21_65_L","LM",21,65,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634","LM_21_66_F2WY","LM",21,66,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635","LM_21_67_L","LM",21,67,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636","LM_21_68_G","LM",21,68,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637","LM_21_69_F2YW","LM",21,69,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638","LM_21_6_G","LM",21,6,"G",NA,NA,NA,NA,40359,46289,0.12810818985072,-0.892423105280442,NA,NA,NA,NA
"1639","LM_21_70_F2YW","LM",21,70,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","LM_21_71_F2WY","LM",21,71,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","LM_21_72_F2YW","LM",21,72,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","LM_21_73_F2YW","LM",21,73,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","LM_21_74_L","LM",21,74,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644","LM_21_75_F2YW","LM",21,75,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","LM_21_7_F2WY","LM",21,7,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646","LM_21_8_L","LM",21,8,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","LM_21_9_F2YW","LM",21,9,"F2YW",NA,285.666666666667,NA,NA,NA,NA,NA,NA,NA,2.45585956720354,NA,NA
"1648","LM_22_10_F2WY","LM",22,10,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649","LM_22_11_F2YW","LM",22,11,"F2YW",5.93333333333333,449.333333333333,0,NA,NA,NA,NA,NA,0.773298747589232,2.65256863747964,-Inf,NA
"1650","LM_22_12_F2WY","LM",22,12,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651","LM_22_13_G","LM",22,13,"G",NA,213,NA,NA,NA,NA,NA,NA,NA,2.32837960343874,NA,NA
"1652","LM_22_14_F2WY","LM",22,14,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","LM_22_15_F2YW","LM",22,15,"F2YW",NA,290.666666666667,0,NA,NA,NA,NA,NA,NA,2.4633952302129,-Inf,NA
"1654","LM_22_16_G","LM",22,16,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","LM_22_17_F2YW","LM",22,17,"F2YW",NA,260.333333333333,NA,NA,NA,NA,NA,NA,NA,2.41552977915764,NA,NA
"1656","LM_22_18_L","LM",22,18,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657","LM_22_19_F2YW","LM",22,19,"F2YW",NA,236,NA,NA,NA,NA,NA,NA,NA,2.37291200297011,NA,NA
"1658","LM_22_1_F2WY","LM",22,1,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659","LM_22_20_G","LM",22,20,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660","LM_22_21_L","LM",22,21,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","LM_22_22_L","LM",22,22,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","LM_22_23_L","LM",22,23,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663","LM_22_24_L","LM",22,24,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664","LM_22_25_L","LM",22,25,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","LM_22_26_F2YW","LM",22,26,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666","LM_22_27_G","LM",22,27,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667","LM_22_28_G","LM",22,28,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668","LM_22_29_F2YW","LM",22,29,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669","LM_22_2_L","LM",22,2,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1670","LM_22_30_F2WY","LM",22,30,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671","LM_22_31_F2WY","LM",22,31,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672","LM_22_32_F2YW","LM",22,32,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673","LM_22_33_F2WY","LM",22,33,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674","LM_22_34_L","LM",22,34,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675","LM_22_35_G","LM",22,35,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676","LM_22_36_G","LM",22,36,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1677","LM_22_37_F2WY","LM",22,37,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678","LM_22_38_G","LM",22,38,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1679","LM_22_39_F2WY","LM",22,39,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680","LM_22_3_G","LM",22,3,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681","LM_22_40_F2WY","LM",22,40,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682","LM_22_41_F2YW","LM",22,41,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683","LM_22_42_G","LM",22,42,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","LM_22_43_L","LM",22,43,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","LM_22_44_F2YW","LM",22,44,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686","LM_22_45_F2WY","LM",22,45,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687","LM_22_46_G","LM",22,46,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688","LM_22_47_G","LM",22,47,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689","LM_22_48_G","LM",22,48,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690","LM_22_49_L","LM",22,49,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","LM_22_4_L","LM",22,4,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","LM_22_50_F2YW","LM",22,50,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","LM_22_51_G","LM",22,51,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","LM_22_52_G","LM",22,52,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695","LM_22_53_F2YW","LM",22,53,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696","LM_22_54_F2WY","LM",22,54,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","LM_22_55_F2YW","LM",22,55,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","LM_22_56_F2YW","LM",22,56,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699","LM_22_57_F2WY","LM",22,57,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","LM_22_58_F2WY","LM",22,58,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","LM_22_59_L","LM",22,59,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","LM_22_5_F2WY","LM",22,5,"F2WY",NA,314.666666666667,NA,NA,NA,NA,NA,NA,NA,2.49785073957841,NA,NA
"1703","LM_22_60_F2WY","LM",22,60,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704","LM_22_61_G","LM",22,61,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","LM_22_62_F2YW","LM",22,62,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","LM_22_63_F2WY","LM",22,63,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707","LM_22_64_F2WY","LM",22,64,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","LM_22_65_L","LM",22,65,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","LM_22_66_F2WY","LM",22,66,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","LM_22_67_F2YW","LM",22,67,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","LM_22_68_F2YW","LM",22,68,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712","LM_22_69_F2WY","LM",22,69,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","LM_22_6_F2WY","LM",22,6,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714","LM_22_70_L","LM",22,70,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","LM_22_71_F2YW","LM",22,71,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716","LM_22_72_F2YW","LM",22,72,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","LM_22_73_F2YW","LM",22,73,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718","LM_22_74_F2YW","LM",22,74,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","LM_22_75_L","LM",22,75,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720","LM_22_7_F2YW","LM",22,7,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","LM_22_8_F2WY","LM",22,8,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","LM_22_9_F2YW","LM",22,9,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","LM_23_10_L","LM",23,10,"L",NA,NA,NA,NA,7583,9412,0.194326391840204,-0.711468213027567,NA,NA,NA,NA
"1724","LM_23_11_L","LM",23,11,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","LM_23_12_F2YW","LM",23,12,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","LM_23_13_F2YW","LM",23,13,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","LM_23_14_G","LM",23,14,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728","LM_23_15_L","LM",23,15,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729","LM_23_16_F2YW","LM",23,16,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730","LM_23_17_G","LM",23,17,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731","LM_23_18_G","LM",23,18,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732","LM_23_19_G","LM",23,19,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733","LM_23_1_F2YW","LM",23,1,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734","LM_23_20_F2WY","LM",23,20,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735","LM_23_21_F2WY","LM",23,21,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736","LM_23_22_F2WY","LM",23,22,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737","LM_23_23_G","LM",23,23,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738","LM_23_24_L","LM",23,24,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739","LM_23_25_G","LM",23,25,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740","LM_23_26_L","LM",23,26,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741","LM_23_27_F2YW","LM",23,27,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742","LM_23_28_L","LM",23,28,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743","LM_23_29_L","LM",23,29,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744","LM_23_2_F2YW","LM",23,2,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745","LM_23_30_G","LM",23,30,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746","LM_23_31_F2YW","LM",23,31,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747","LM_23_32_F2WY","LM",23,32,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748","LM_23_33_F2WY","LM",23,33,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749","LM_23_34_F2YW","LM",23,34,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750","LM_23_35_F2WY","LM",23,35,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751","LM_23_36_F2YW","LM",23,36,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752","LM_23_37_G","LM",23,37,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753","LM_23_38_G","LM",23,38,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754","LM_23_39_L","LM",23,39,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755","LM_23_3_F2YW","LM",23,3,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1756","LM_23_40_F2YW","LM",23,40,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757","LM_23_41_G","LM",23,41,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758","LM_23_42_F2YW","LM",23,42,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759","LM_23_43_F2YW","LM",23,43,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760","LM_23_44_F2YW","LM",23,44,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761","LM_23_45_G","LM",23,45,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
