"","Unique_ID","Site","Block","Position","Genotype","ACI","LT","LPS","LMA","ImageJ_1","ImageJ_2","LBI","logLBI","logACI","logLT","logLPS","logLMA"
"2689","OPN_19_10_L","OPN",19,10,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2690","OPN_19_11_L","OPN",19,11,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2691","OPN_19_12_F2YW","OPN",19,12,"F2YW",NA,175,NA,NA,38343,41044,0.934192574,-0.0295635892893416,NA,2.24303804868629,NA,NA
"2692","OPN_19_13_F2WY","OPN",19,13,"F2WY",NA,327.666666666667,NA,NA,174659,183182,0.953472503,-0.0206918269678033,NA,2.51543226311247,NA,NA
"2693","OPN_19_14_F2WY","OPN",19,14,"F2WY",NA,202.666666666667,NA,NA,73708,77440,0.951807851,-0.0214507172385482,NA,2.30678232455307,NA,NA
"2694","OPN_19_15_G","OPN",19,15,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695","OPN_19_16_G","OPN",19,16,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2696","OPN_19_17_L","OPN",19,17,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2697","OPN_19_18_F2WY","OPN",19,18,"F2WY",NA,195.666666666667,NA,NA,NA,NA,NA,NA,NA,2.29151684652795,NA,NA
"2698","OPN_19_19_G","OPN",19,19,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2699","OPN_19_1_L","OPN",19,1,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2700","OPN_19_20_F2YW","OPN",19,20,"F2YW",NA,244.666666666667,NA,NA,26492,28823,0.0808729139922978,-1.09219690821898,NA,2.38857480519641,NA,NA
"2701","OPN_19_21_F2YW","OPN",19,21,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2702","OPN_19_22_L","OPN",19,22,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2703","OPN_19_23_F2WY","OPN",19,23,"F2WY",NA,NA,NA,NA,14011,15429,0.0919048544947826,-1.0366615481937,NA,NA,NA,NA
"2704","OPN_19_24_F2YW","OPN",19,24,"F2YW",NA,210.333333333333,NA,NA,NA,NA,NA,NA,NA,2.32290810452447,NA,NA
"2705","OPN_19_2_G","OPN",19,2,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2706","OPN_19_3_G","OPN",19,3,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707","OPN_19_4_F2YW","OPN",19,4,"F2YW",NA,261,NA,NA,80819,87526,0.923371341,-0.0346236089257778,NA,2.41664050733828,NA,NA
"2708","OPN_19_5_F2WY","OPN",19,5,"F2WY",NA,150.666666666667,NA,NA,32143.5,33967.5,0.501479647874248,-0.299746687758747,NA,2.17801718009172,NA,NA
"2709","OPN_19_6_G","OPN",19,6,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2710","OPN_19_7_F2WY","OPN",19,7,"F2WY",6.26666666666667,409,0,NA,40850,43115,0.0525339209091963,-1.2795601840878,0.797036594544017,2.61172330800734,-Inf,NA
"2711","OPN_19_8_F2YW","OPN",19,8,"F2YW",3.8,368.666666666667,NA,NA,227727,237609,0.958410666,-0.0184483617335947,0.57978359661681,2.56663387224902,NA,NA
"2712","OPN_19_9_L","OPN",19,9,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713","OPN_1_10_G","OPN",1,10,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2714","OPN_1_11_G","OPN",1,11,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2715","OPN_1_12_F2YW","OPN",1,12,"F2YW",NA,NA,NA,NA,26354,28941,0.0893887564355067,-1.04871710452738,NA,NA,NA,NA
"2716","OPN_1_13_L","OPN",1,13,"L",NA,NA,NA,NA,6366,6636,0.0406871609403255,-1.39054261319334,NA,NA,NA,NA
"2717","OPN_1_14_G","OPN",1,14,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2718","OPN_1_15_F2YW","OPN",1,15,"F2YW",NA,NA,NA,NA,23363,26555,0.120203351534551,-0.920083423076464,NA,NA,NA,NA
"2719","OPN_1_16_F2WY","OPN",1,16,"F2WY",NA,NA,NA,NA,6010,6269,0.041314404211198,-1.38389850575771,NA,NA,NA,NA
"2720","OPN_1_17_F2WY","OPN",1,17,"F2WY",NA,NA,NA,NA,18963,20080,0.0556274900398406,-1.25471053535737,NA,NA,NA,NA
"2721","OPN_1_18_F2YW","OPN",1,18,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2722","OPN_1_19_L","OPN",1,19,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2723","OPN_1_1_L","OPN",1,1,"L",NA,NA,NA,NA,4783,4986,0.0407139991977537,-1.39025623625454,NA,NA,NA,NA
"2724","OPN_1_20_G","OPN",1,20,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2725","OPN_1_21_L","OPN",1,21,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2726","OPN_1_22_F2WY","OPN",1,22,"F2WY",NA,NA,NA,NA,5517,5903,0.0653904794172455,-1.18448547854944,NA,NA,NA,NA
"2727","OPN_1_23_F2WY","OPN",1,23,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2728","OPN_1_24_F2YW","OPN",1,24,"F2YW",NA,NA,NA,NA,20766,22277,0.0678278044620012,-1.1685922405123,NA,NA,NA,NA
"2729","OPN_1_2_G","OPN",1,2,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2730","OPN_1_3_L","OPN",1,3,"L",NA,NA,NA,NA,10210,10828,0.0570742519394163,-1.24355977200965,NA,NA,NA,NA
"2731","OPN_1_4_F2WY","OPN",1,4,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2732","OPN_1_5_G","OPN",1,5,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2733","OPN_1_6_F2YW","OPN",1,6,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2734","OPN_1_7_F2YW","OPN",1,7,"F2YW",NA,NA,NA,NA,11468,12284,0.0664278736567893,-1.17764964901717,NA,NA,NA,NA
"2735","OPN_1_8_F2WY","OPN",1,8,"F2WY",NA,NA,NA,NA,7369,7751,0.0492839633595665,-1.30729437397722,NA,NA,NA,NA
"2736","OPN_1_9_L","OPN",1,9,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2737","OPN_20_10_L","OPN",20,10,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2738","OPN_20_11_F2YW","OPN",20,11,"F2YW",NA,NA,NA,NA,4260,4589,0.0716931793419046,-1.14452215974468,NA,NA,NA,NA
"2739","OPN_20_12_F2YW","OPN",20,12,"F2YW",NA,NA,NA,NA,2521,2621,0.0381533765738268,-1.4184670209466,NA,NA,NA,NA
"2740","OPN_20_13_F2WY","OPN",20,13,"F2WY",NA,NA,NA,NA,18073,18876,0.0425407925407925,-1.37119442339223,NA,NA,NA,NA
"2741","OPN_20_14_F2WY","OPN",20,14,"F2WY",NA,NA,NA,NA,10328,10976,0.0590379008746356,-1.22886909249208,NA,NA,NA,NA
"2742","OPN_20_15_F2WY","OPN",20,15,"F2WY",NA,NA,NA,NA,8826,9240,0.0448051948051948,-1.34867163009921,NA,NA,NA,NA
"2743","OPN_20_16_F2WY","OPN",20,16,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744","OPN_20_17_G","OPN",20,17,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745","OPN_20_18_G","OPN",20,18,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2746","OPN_20_19_F2WY","OPN",20,19,"F2WY",NA,NA,NA,NA,5864,6130,0.0433931484502447,-1.36257883788735,NA,NA,NA,NA
"2747","OPN_20_1_F2WY","OPN",20,1,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2748","OPN_20_20_L","OPN",20,20,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749","OPN_20_21_F2YW","OPN",20,21,"F2YW",NA,NA,NA,NA,45451,51213,0.112510495382032,-0.94880696311797,NA,NA,NA,NA
"2750","OPN_20_22_G","OPN",20,22,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751","OPN_20_23_L","OPN",20,23,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752","OPN_20_24_F2YW","OPN",20,24,"F2YW",NA,NA,NA,NA,14032,15726,0.107719699860104,-0.967704865335557,NA,NA,NA,NA
"2753","OPN_20_2_G","OPN",20,2,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2754","OPN_20_3_L","OPN",20,3,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755","OPN_20_4_L","OPN",20,4,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2756","OPN_20_5_F2YW","OPN",20,5,"F2YW",NA,NA,NA,NA,2927,3056,0.0422120418848168,-1.3745636396044,NA,NA,NA,NA
"2757","OPN_20_6_G","OPN",20,6,"G",NA,NA,NA,NA,1491,1561,0.0448430493273543,-1.34830486304816,NA,NA,NA,NA
"2758","OPN_20_7_F2YW","OPN",20,7,"F2YW",NA,NA,NA,NA,2672,2927,0.0871199180047831,-1.05988254199984,NA,NA,NA,NA
"2759","OPN_20_8_G","OPN",20,8,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760","OPN_20_9_L","OPN",20,9,"L",NA,NA,NA,NA,1769,1861,0.0494357872111768,-1.30595854578521,NA,NA,NA,NA
"2761","OPN_21_10_L","OPN",21,10,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2762","OPN_21_11_L","OPN",21,11,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763","OPN_21_12_G","OPN",21,12,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2764","OPN_21_13_F2YW","OPN",21,13,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765","OPN_21_14_F2YW","OPN",21,14,"F2YW",NA,167.666666666667,NA,NA,26441,29189,0.905854945,-0.0429413405457482,NA,2.22444673033626,NA,NA
"2766","OPN_21_15_L","OPN",21,15,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767","OPN_21_16_F2YW","OPN",21,16,"F2YW",NA,62,NA,NA,44074,50679,0.869669883,-0.0606455694486073,NA,1.79239168949825,NA,NA
"2768","OPN_21_17_G","OPN",21,17,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769","OPN_21_18_L","OPN",21,18,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770","OPN_21_19_F2WY","OPN",21,19,"F2WY",NA,135.333333333333,NA,NA,55037,59500,0.924991597,-0.0338622125508134,NA,2.13140477885753,NA,NA
"2771","OPN_21_1_F2WY","OPN",21,1,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2772","OPN_21_20_G","OPN",21,20,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2773","OPN_21_21_F2WY","OPN",21,21,"F2WY",NA,NA,NA,NA,18794,19746,0.951787704,-0.0214599100851109,NA,NA,NA,NA
"2774","OPN_21_22_G","OPN",21,22,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2775","OPN_21_23_F2YW","OPN",21,23,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776","OPN_21_24_G","OPN",21,24,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777","OPN_21_2_F2YW","OPN",21,2,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2778","OPN_21_3_F2WY","OPN",21,3,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2779","OPN_21_4_L","OPN",21,4,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2780","OPN_21_5_F2WY","OPN",21,5,"F2WY",NA,91.3333333333333,NA,NA,62553,66673,0.93820587,-0.0277018541637126,NA,1.96062930810073,NA,NA
"2781","OPN_21_6_G","OPN",21,6,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2782","OPN_21_7_F2WY","OPN",21,7,"F2WY",NA,240.666666666667,NA,NA,37073,39406,0.940795818,-0.0265046217776731,NA,2.38141594284998,NA,NA
"2783","OPN_21_8_L","OPN",21,8,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2784","OPN_21_9_F2YW","OPN",21,9,"F2YW",NA,177.666666666667,NA,NA,124103,139516,0.889525216,-0.0508417361529241,NA,2.24960595430691,NA,NA
"2785","OPN_22_10_F2WY","OPN",22,10,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2786","OPN_22_11_G","OPN",22,11,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2787","OPN_22_12_F2YW","OPN",22,12,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2788","OPN_22_13_F2YW","OPN",22,13,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789","OPN_22_14_F2WY","OPN",22,14,"F2WY",NA,NA,NA,NA,11360,13624,0.166177334116265,-0.779428212438312,NA,NA,NA,NA
"2790","OPN_22_15_F2YW","OPN",22,15,"F2YW",NA,NA,NA,NA,10798,11991,0.0994912851305146,-1.00221495930943,NA,NA,NA,NA
"2791","OPN_22_16_L","OPN",22,16,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2792","OPN_22_17_L","OPN",22,17,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2793","OPN_22_18_F2YW","OPN",22,18,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2794","OPN_22_19_G","OPN",22,19,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2795","OPN_22_1_G","OPN",22,1,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2796","OPN_22_20_F2YW","OPN",22,20,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2797","OPN_22_21_G","OPN",22,21,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2798","OPN_22_22_F2YW","OPN",22,22,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2799","OPN_22_23_L","OPN",22,23,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2800","OPN_22_24_L","OPN",22,24,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2801","OPN_22_2_F2WY","OPN",22,2,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2802","OPN_22_3_F2WY","OPN",22,3,"F2WY",NA,NA,NA,NA,13410,14249,0.0588813250052635,-1.23002242564067,NA,NA,NA,NA
"2803","OPN_22_4_G","OPN",22,4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2804","OPN_22_5_L","OPN",22,5,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805","OPN_22_6_G","OPN",22,6,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806","OPN_22_7_F2YW","OPN",22,7,"F2YW",NA,NA,NA,NA,6255,6705,0.0671140939597315,-1.17318626841227,NA,NA,NA,NA
"2807","OPN_22_8_F2WY","OPN",22,8,"F2WY",NA,NA,NA,NA,30861,32311,0.0448763578966915,-1.34798239706281,NA,NA,NA,NA
"2808","OPN_22_9_F2WY","OPN",22,9,"F2WY",NA,NA,NA,NA,6582,6988,0.0580995993131082,-1.2358268627337,NA,NA,NA,NA
"2809","OPN_23_10_G","OPN",23,10,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810","OPN_23_11_F2YW","OPN",23,11,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2811","OPN_23_12_L","OPN",23,12,"L",NA,234.666666666667,NA,NA,NA,NA,NA,NA,NA,2.37045140442245,NA,NA
"2812","OPN_23_13_F2WY","OPN",23,13,"F2WY",NA,313.333333333333,NA,NA,29428,32683,0.462513659853414,-0.334875436305799,NA,2.49600659888004,NA,NA
"2813","OPN_23_14_G","OPN",23,14,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2814","OPN_23_15_F2WY","OPN",23,15,"F2WY",NA,150.333333333333,NA,NA,35825,38392,0.933137112,-0.030054537807656,NA,2.1770552871583,NA,NA
"2815","OPN_23_16_F2YW","OPN",23,16,"F2YW",NA,228.666666666667,NA,NA,36744,39088,0.940032747,-0.0268570170453228,NA,2.35920286098709,NA,NA
"2816","OPN_23_17_F2WY","OPN",23,17,"F2WY",19.9333333333333,369.666666666667,NA,NA,254865,280258,0.909394201,-0.041247819519222,1.29957992926875,2.5678102914295,NA,NA
"2817","OPN_23_18_F2YW","OPN",23,18,"F2YW",NA,333,NA,NA,173266,183443,0.944522277,-0.0247877945827189,NA,2.52244423350632,NA,NA
"2818","OPN_23_19_G","OPN",23,19,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2819","OPN_23_1_G","OPN",23,1,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2820","OPN_23_20_F2WY","OPN",23,20,"F2WY",2.76666666666666,304.666666666667,NA,NA,164340,175233,0.937837051,-0.0278726136455897,0.441956837656411,2.48382494101417,NA,NA
"2821","OPN_23_21_G","OPN",23,21,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2822","OPN_23_22_L","OPN",23,22,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2823","OPN_23_23_F2YW","OPN",23,23,"F2YW",NA,187.666666666667,NA,NA,38456,40408,0.951692734,-0.0215032464348387,NA,2.27338714013168,NA,NA
"2824","OPN_23_24_F2WY","OPN",23,24,"F2WY",NA,271.666666666667,NA,NA,55736,59873,0.930903746,-0.0310952220714475,NA,2.43403635402031,NA,NA
"2825","OPN_23_2_L","OPN",23,2,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2826","OPN_23_3_F2YW","OPN",23,3,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2827","OPN_23_4_L","OPN",23,4,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2828","OPN_23_5_G","OPN",23,5,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2829","OPN_23_6_F2YW","OPN",23,6,"F2YW",NA,287.333333333333,NA,NA,42875,45679,0.938615119,-0.0275124545499155,NA,2.45838601110505,NA,NA
"2830","OPN_23_7_L","OPN",23,7,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831","OPN_23_8_F2WY","OPN",23,8,"F2WY",NA,NA,NA,NA,9485,10863,0.126852618981865,-0.896700561965067,NA,NA,NA,NA
"2832","OPN_23_9_L","OPN",23,9,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2833","OPN_24_10_F2WY","OPN",24,10,"F2WY",NA,NA,NA,NA,17589,18233,0.0353205725881643,-1.45197226461133,NA,NA,NA,NA
"2834","OPN_24_11_G","OPN",24,11,"G",NA,NA,NA,NA,3381,3601,0.0610941405165232,-1.21400044054908,NA,NA,NA,NA
"2835","OPN_24_12_F2YW","OPN",24,12,"F2YW",NA,NA,NA,NA,60638,66115,0.0828405051803675,-1.08175726134332,NA,NA,NA,NA
"2836","OPN_24_13_F2WY","OPN",24,13,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837","OPN_24_14_L","OPN",24,14,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2838","OPN_24_15_G","OPN",24,15,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2839","OPN_24_16_G","OPN",24,16,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2840","OPN_24_17_L","OPN",24,17,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841","OPN_24_18_F2YW","OPN",24,18,"F2YW",NA,NA,NA,NA,14449,15357,0.0591261314058735,-1.22822053574882,NA,NA,NA,NA
"2842","OPN_24_19_F2YW","OPN",24,19,"F2YW",NA,NA,NA,NA,5697,5927,0.0388054665091952,-1.41110709122143,NA,NA,NA,NA
"2843","OPN_24_1_F2YW","OPN",24,1,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2844","OPN_24_20_F2WY","OPN",24,20,"F2WY",NA,NA,NA,NA,24380,26986,0.0965685911213222,-1.01516410464835,NA,NA,NA,NA
"2845","OPN_24_21_F2WY","OPN",24,21,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846","OPN_24_22_L","OPN",24,22,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2847","OPN_24_23_L","OPN",24,23,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848","OPN_24_24_G","OPN",24,24,"G",NA,NA,NA,NA,2127,2238,0.049597855227882,-1.30453710340567,NA,NA,NA,NA
"2849","OPN_24_2_L","OPN",24,2,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850","OPN_24_3_G","OPN",24,3,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2851","OPN_24_4_F2YW","OPN",24,4,"F2YW",NA,NA,NA,NA,4103,4250,0.0345882352941177,-1.46107159530213,NA,NA,NA,NA
"2852","OPN_24_5_F2YW","OPN",24,5,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853","OPN_24_6_L","OPN",24,6,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2854","OPN_24_7_F2WY","OPN",24,7,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855","OPN_24_8_F2WY","OPN",24,8,"F2WY",NA,NA,NA,NA,7572,7937,0.0459871487967746,-1.33736351584916,NA,NA,NA,NA
"2856","OPN_24_9_G","OPN",24,9,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857","OPN_25_10_G","OPN",25,10,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2858","OPN_25_11_F2WY","OPN",25,11,"F2WY",NA,266.333333333333,NA,NA,128405,141389,0.908168245,-0.0418336877052331,NA,2.42542552459433,NA,NA
"2859","OPN_25_12_L","OPN",25,12,"L",NA,276.666666666667,NA,NA,21074,22470,0.937872719,-0.0278560967879925,NA,2.44195683765641,NA,NA
"2860","OPN_25_13_G","OPN",25,13,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2861","OPN_25_14_F2WY","OPN",25,14,"F2WY",NA,190.333333333333,NA,NA,NA,NA,NA,NA,NA,2.27951485352619,NA,NA
"2862","OPN_25_15_G","OPN",25,15,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2863","OPN_25_16_F2YW","OPN",25,16,"F2YW",NA,200.666666666667,NA,NA,40467,44080,0.91803539,-0.0371405765487986,NA,2.30247523653816,NA,NA
"2864","OPN_25_17_F2YW","OPN",25,17,"F2YW",NA,221.666666666667,NA,NA,19494,23103,0.843786521,-0.0737674165010415,NA,2.34570039058344,NA,NA
"2865","OPN_25_18_G","OPN",25,18,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2866","OPN_25_19_F2YW","OPN",25,19,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2867","OPN_25_1_L","OPN",25,1,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868","OPN_25_20_G","OPN",25,20,"G",NA,218.666666666667,NA,NA,24128,25513,0.94571395,-0.024240204742565,NA,2.339782584656,NA,NA
"2869","OPN_25_21_F2YW","OPN",25,21,"F2YW",NA,309,NA,NA,40816,43384,0.940807671,-0.0264991501758993,NA,2.48995847942483,NA,NA
"2870","OPN_25_22_L","OPN",25,22,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871","OPN_25_23_F2WY","OPN",25,23,"F2WY",NA,260.666666666667,NA,NA,162162,176455,0.918999178,-0.0366848770689745,NA,2.41608549834019,NA,NA
"2872","OPN_25_24_L","OPN",25,24,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873","OPN_25_2_G","OPN",25,2,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874","OPN_25_3_F2YW","OPN",25,3,"F2YW",NA,226,NA,NA,50916,53439,0.95278729,-0.0210040448918636,NA,2.3541084391474,NA,NA
"2875","OPN_25_4_F2WY","OPN",25,4,"F2WY",NA,262.333333333333,NA,NA,101065,107029,0.944276785,-0.0249006872918448,NA,2.4188534776394,NA,NA
"2876","OPN_25_5_L","OPN",25,5,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877","OPN_25_6_F2WY","OPN",25,6,"F2WY",NA,200,NA,NA,50114.5,53364,0.504770039416918,-0.296906430511256,NA,2.30102999566398,NA,NA
"2878","OPN_25_7_F2YW","OPN",25,7,"F2YW",NA,213.333333333333,NA,NA,60973,67157.5,0.47437238645941,-0.323880599486417,NA,2.32905871926422,NA,NA
"2879","OPN_25_8_L","OPN",25,8,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880","OPN_25_9_F2WY","OPN",25,9,"F2WY",NA,278,NA,NA,75621,79750,0.507748566637899,-0.294351293924396,NA,2.44404479591808,NA,NA
"2881","OPN_26_10_F2YW","OPN",26,10,"F2YW",NA,NA,NA,NA,22422,23896,0.0616839638433211,-1.20982772607304,NA,NA,NA,NA
"2882","OPN_26_11_G","OPN",26,11,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883","OPN_26_12_F2WY","OPN",26,12,"F2WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884","OPN_26_13_G","OPN",26,13,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885","OPN_26_14_F2YW","OPN",26,14,"F2YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886","OPN_26_15_L","OPN",26,15,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
